Name;Author;GITHUB Link;MEGA Link;Publication Year;SYNC Link;Topics;Type;cover page
Diseases Peculiar To Civilized Man;George W. Crile;https://raw.githubusercontent.com/peatysharing/bibliography/main/George%20Washington%20Crile/1940%20-%20George%20W.%20Crile%20-%20Diseases%20Peculiar%20To%20Civilized%20Man.pdf;https://mega.nz/file/xsp2AQaZ#MvUU7WoQlHAU-u-p6IZkVHaglrHQzPiL_mZcO-UE73Y;1940;;;Article;img/cover page/George Washington Crile/1940 - Diseases Peculiar To Civilized Man.webp
A Study Of The Metabolism Of The Maya Quiché Indian;George W. Crile, Daniel P. Quiring;https://raw.githubusercontent.com/peatysharing/bibliography/main/George%20Washington%20Crile/1939%20-%20George%20W.%20Crile%3B%20Daniel%20P.%20Quiring%20-%20A%20Study%20Of%20The%20Metabolism%20Of%20The%20Maya%20Quich%C3%A9%20Indian.pdf;https://mega.nz/file/F8B1HLAT#S6rJZxheV36ZB_p3De2fkQEmFyurSmR6Ne-in_8uFew;1939;;;Article;img/cover page/George Washington Crile/1939 - A Study Of The Metabolism Of The Maya Quiché Indian.webp
Individualization Of The Patient In The Treatment Of Hyperthyroidism;George W. Crile, George Crile Jr.;https://raw.githubusercontent.com/peatysharing/bibliography/main/George%20Washington%20Crile/1935%20-%20George%20W.%20Crile%3B%20George%20Crile%20Jr.%20-%20Individualization%20Of%20The%20Patient%20In%20The%20Treatment%20Of%20Hyperthyroidism.pdf;https://mega.nz/file/kghXxTqR#60xzPm6MBhvB1zEYEPXeyaoHZkD35UnmONTIhSNchD0;1935;;;Article;img/cover page/George Washington Crile/1935 - Individualization Of The Patient In The Treatment Of Hyperthyroidism.webp
Human Vision and The Spectrum;George Wald;https://raw.githubusercontent.com/peatysharing/bibliography/main/George%20Wald/1945%20-%20George%20Wald%20-%20Human%20Vision%20and%20The%20Spectrum.pdf;https://mega.nz/file/AwQWERTZ#sB_FVmiN4ax8_JS0bRnnW23MrLRFMt6EybgXOUlSX5w;1945;;;;img/cover page/George Wald/1945 - Human Vision and The Spectrum.webp
The molecular basis of visual excitation;George Wald;https://raw.githubusercontent.com/peatysharing/bibliography/main/George%20Wald/1968%20-%20George%20Wald%20-%20The%20molecular%20basis%20of%20visual%20excitation.pdf;https://mega.nz/file/EkBg2RZa#xuNdESUE0FAOEINB8NH1qMUhk1Yr2_uLAuYz4G94Dlo;1968;;;;img/cover page/George Wald/1968 - The molecular basis of visual excitation.webp
L'Origine De  La Vie;Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/1926%20-%20Georges%20Lakhovsky%20-%20L%27Origine%20De%20%20La%20Vie.pdf;https://mega.nz/file/05IjCCbK#R2Z0Zytr5suJVYxOqvu1Yw1QfCcRpLixfQuomoNa_lQ;1926;;;Book;img/cover page/Georges Lakhovsky/1926 - L'Origine De La Vie.webp
Les Ondes Qui Guérissent;Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/1926%20-%20Georges%20Lakhovsky%20-%20Les%20Ondes%20Qui%20Gu%C3%A9rissent.pdf;https://mega.nz/file/s5owQQIa#uj3vDY-Idlt6nU9GG8kCa86f-P4LwOYa2-dfpr8DRZg;1926;https://ln5.sync.com/dl/0c607d600/c96wkgyf-4mwskj27-kk7sed8x-jbnxia2f;EMF;Book;img/cover page/Georges Lakhovsky/1926 - Les Ondes Qui Guérissent.webp
Contribution À L'étiologie Du Cancer;Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/1927%20-%20Georges%20Lakhovsky%20-%20Contribution%20%C3%80%20L%27%C3%A9tiologie%20Du%20Cancer.pdf;https://mega.nz/file/p1hXkZZD#6a_vHRI72HwSvi2WvWLPc7ITkuGQKLc6p4iI8E5gJVY;1927;https://ln5.sync.com/dl/17dd04c80/ntter9hb-bzygwqwh-ejnsmtua-8xjmyinf;Cancer;Book;img/cover page/Georges Lakhovsky/1927 - Contribution À L'étiologie Du Cancer.webp
L'universion;Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/1927%20-%20Georges%20Lakhovsky%20-%20L%27universion.pdf;https://mega.nz/file/wsxUWCCY#DTofp7_smGkHzCFReoN7NhsGiqFZBsFSPOolycypZXQ;1927;;;Book;img/cover page/Georges Lakhovsky/1927 - L'universion.webp
La Santé Par Les Ondes;Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/1929%20-%20Georges%20Lakhovsky%20-%20La%20Sant%C3%A9%20Par%20Les%20Ondes.pdf;https://mega.nz/file/8ghH2a6T#a1iOqOZPQpQ6fdDuFm3mVPlL3_t6GoXOqefYxRQS5l8;1929;https://ln5.sync.com/dl/acac63120/9yux7x9e-8n368pu7-bfpzq9ji-4sj7jt6w;EMF;Book;img/cover page/Georges Lakhovsky/1929 - La Santé Par Les Ondes.webp
La Science Et Le Bonheur. Longévité Et Immortalité Par Les Vibrations;Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/1930%20-%20Georges%20Lakhovsky%20-%20La%20Science%20Et%20Le%20Bonheur.%20Long%C3%A9vit%C3%A9%20Et%20Immortalit%C3%A9%20Par%20Les%20Vibrations.pdf;https://mega.nz/file/9h4E2QKB#tzbG-0H2MgwbIKn4pvVjuiIKhldF7hVDRfmwRdkteBE;1930;;;Book;img/cover page/Georges Lakhovsky/1930 - La Science Et Le Bonheur. Longévité Et Immortalité Par Les Vibrations.webp
Apparatus With Circuits Oscillating Under Multiple Wave Lengths (Patent);Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/1931%20-%20Georges%20Lakhovsky%20-%20Apparatus%20With%20Circuits%20Oscillating%20Under%20Multiple%20Wave%20Lengths%20%28Patent%29.pdf;https://mega.nz/file/UtJUHSCB#cRRmH-ahyrESGpcRnjHTOAwhl7MT_wqBATx5GW_CGeQ;1931;;;;img/cover page/Georges Lakhovsky/1931 - Apparatus With Circuits Oscillating Under Multiple Wave Lengths (Patent).webp
L'Oscillation Cellulaire;Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/1931%20-%20Georges%20Lakhovsky%20-%20L%27Oscillation%20Cellulaire.pdf;https://mega.nz/file/4ohX3KKD#lT0zd9wXphACIcMS5S_70h7nwLiiaxsUbIF0lfWOZF0;1931;;;Book;img/cover page/Georges Lakhovsky/1931 - L'Oscillation Cellulaire.webp
La Matiere;Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/1934%20-%20Georges%20Lakhovsky%20-%20La%20Matiere.pdf;https://mega.nz/file/4sIEjDaJ#9s5aTCx1n1w7lmuVHqbNUCyV780yG5ujv5yXPvVtGtY;1934;;;Book;img/cover page/Georges Lakhovsky/1934 - La Matiere.webp
Le Grand Probleme [Low Quality];Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/1935%20-%20Georges%20Lakhovsky%20-%20Le%20Grand%20Probleme%20%5BLow%20Quality%5D.pdf;https://mega.nz/file/sshD0aqb#Vi_DbuiNvkYXy53GQGjfKg7i_uAIe1QY0z3qxNyzUhI;1935;;;Book;img/cover page/Georges Lakhovsky/1935 - Le Grand Probleme [Low Quality].webp
Longévité. L'art De Vivre Mieux Sans Souffrir;Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/1938%20-%20Georges%20Lakhovsky%20-%20Long%C3%A9vit%C3%A9.%20L%27art%20De%20Vivre%20Mieux%20Sans%20Souffrir.pdf;https://mega.nz/file/V54zDTjI#LiDSyIy-FRyq1oqJ4tuWQkExGIjoE3Qfhhprym-N30I;1938;;;Book;img/cover page/Georges Lakhovsky/1938 - Longévité. L'art De Vivre Mieux Sans Souffrir.webp
La Spermatotherapie;Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/1939%20-%20Georges%20Lakhovsky%20-%20La%20Spermatotherapie.pdf;https://mega.nz/file/4k5VFQzJ#7h8mlHFdBWpDKF_yny0LVQOrUTJVrsosQGyBHMVKvBQ;1939;;;Book;img/cover page/Georges Lakhovsky/1939 - La Spermatotherapie.webp
Le Secret De La Vie. Les Ondes Cosmiques Et La Radiation;Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/1939%20-%20Georges%20Lakhovsky%20-%20Le%20Secret%20De%20La%20Vie.%20Les%20Ondes%20Cosmiques%20Et%20La%20Radiation.pdf;https://mega.nz/file/E1wTGLyB#DqvjDxLKpEa0Oy0EiU3ExBd1ZP_RnO2C5GcLL27KgnM;1939;;;Book;img/cover page/Georges Lakhovsky/1939 - Le Secret De La Vie. Les Ondes Cosmiques Et La Radiation.webp
The Secret Of Life. Cosmic Rays And Radiation Of Living;Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/1939%20-%20Georges%20Lakhovsky%20-%20The%20Secret%20Of%20Life.%20Cosmic%20Rays%20And%20Radiation%20Of%20Living.pdf;https://mega.nz/file/t1BGBI6Q#xpPw0ZzbPtclJvA9ixyH2MpSplwEN7KghwkPO9znBhQ;1939;;;Book;img/cover page/Georges Lakhovsky/1939 - The Secret Of Life. Cosmic Rays And Radiation Of Living.webp
Radiations And Waves. Sources Of Our Life;Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/1941%20-%20Georges%20Lakhovsky%20-%20Radiations%20And%20Waves.%20Sources%20Of%20Our%20Life.pdf;https://mega.nz/file/lsg2mRYZ#cuYxjEwLVbMQBBKs1ljhNUaU9oNUaY3PcdBwoDV_uZc;1941;;;Book;img/cover page/Georges Lakhovsky/1941 - Radiations And Waves. Sources Of Our Life.webp
La Civilisation Et La Folie Faciste;Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/1971%20-%20Georges%20Lakhovsky%20-%20La%20Civilisation%20Et%20La%20Folie%20Faciste.pdf;https://mega.nz/file/RogGEQZR#GsLy0CQP1NEexozV4cMoubhdFig5pJly2H8xmcDOAPE;1971;;;;img/cover page/Georges Lakhovsky/1971 - La Civilisation Et La Folie Faciste.webp
L'Oscillateur à Longueurs D'Onde Multiples;Georges Lakhovsky;https://raw.githubusercontent.com/peatysharing/bibliography/main/Georges%20Lakhovsky/2013%20-%20Georges%20Lakhovsky%20-%20L%27Oscillateur%20%C3%A0%20Longueurs%20D%27Onde%20Multiples.pdf;https://mega.nz/file/p4QiETzS#hJ2m3pA6JLqyLsINuVVooGXnP9lY7a97r25GTTg-iUo;2013;;;Book;img/cover page/Georges Lakhovsky/2013 - L'Oscillateur à Longueurs D'Onde Multiples.webp
Are Neurons Of The Human Cerebral Cortex Really Lost During Aging. A Morphometric Examination;Gerald H. Haug;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gerald%20H.%20Haug/1985%20-%20Gerald%20H.%20Haug%20-%20Are%20Neurons%20Of%20The%20Human%20Cerebral%20Cortex%20Really%20Lost%20During%20Aging.%20A%20Morphometric%20Examination.pdf;https://mega.nz/file/IwAn2LwB#9o0i_NGYZ-JP1uUr4w9Rg7NvoqcnXWZXVIJiiQHCTRI;1985;;;Article;img/cover page/Gerald H. Haug/1985 - Are Neurons Of The Human Cerebral Cortex Really Lost During Aging. A Morphometric Examination.webp
Cells, Gels And The Engines Of Life;Gerald H. Pollack;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gerald%20H.%20Pollack/2001%20-%20Gerald%20H.%20Pollack%20-%20Cells%2C%20Gels%20And%20The%20Engines%20Of%20Life.pdf;https://mega.nz/file/xsAUVIBA#S_xS9Y4SC_Wa3rIZlGd5TwdAoutvA0WMGDKLdYT2IBE;2001;https://ln5.sync.com/dl/01f1d6650/aara4zgf-a69p9e87-iiakdd88-ui7cbrvw;Biology;Book;img/cover page/Gerald H. Pollack/2001 - Cells, Gels And The Engines Of Life.webp
Water And The Cell;Gerald H. Pollack, Ivan L. cameraon, Denys N. Wheatley;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gerald%20H.%20Pollack/2006%20-%20Gerald%20H.%20Pollack%20-%20Water%20And%20The%20Cell.pdf;https://mega.nz/file/VthiEBqS#UWO43BtpNZRq546OSFR03lDaGWGKiNegTuCavmIIu8o;2006;https://ln5.sync.com/dl/3b46f1fd0/seenxhpu-be5zzpbc-vzgy7j23-fmbs9egc;Biology;Book;img/cover page/Gerald H. Pollack/2006 - Water And The Cell.webp
Passage Of Particles Through The Wall Of The Gastrointestinal Tract;Gerhard Volkheimer;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gerhard%20Volkheimer/1974%20-%20Gerhard%20Volkheimer%20-%20Passage%20Of%20Particles%20Through%20The%20Wall%20Of%20The%20Gastrointestinal%20Tract.pdf;https://mega.nz/file/hthxASCB#nnbrlEj2fMNznBCYn_S65uKKgdTn3SouEGwW6yT_fCo;1974;https://ln5.sync.com/dl/ffc6a87f0/pxmjdrkv-ju2yuaaw-rcr2k8ik-ep9eqvtv;Digestion;Article;img/cover page/Gerhard Volkheimer/1974 - Passage Of Particles Through The Wall Of The Gastrointestinal Tract.webp
Persorption of Particles - Physiology and Pharmacology;Gerhard Volkheimer;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gerhard%20Volkheimer/1977%20-%20Gerhard%20Volkheimer%20-%20Persorption%20of%20Particles%20-%20Physiology%20and%20Pharmacology.pdf;https://mega.nz/file/IsBRETzL#QaPXZ1gi4ExUVVaZFlcJd3l2Z9nkGyXmH7jOqDorj6M;1977;;;;img/cover page/Gerhard Volkheimer/1977 - Persorption of Particles - Physiology and Pharmacology.webp
The Phenomenon of Persoption. Persorption, Dissemination, and Elimination of Microparticles;Gerhard Volkheimer;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gerhard%20Volkheimer/2001%20-%20Gerhard%20Volkheimer%20-%20The%20Phenomenon%20of%20Persoption.%20Persorption%2C%20Dissemination%2C%20and%20Elimination%20of%20Microparticles.pdf;https://mega.nz/file/gtR0lLKZ#wm5y1G4s4WKlWNqVJeisM1kVOwBX1IUrb21Xoqm7hCs;2001;;;;img/cover page/Gerhard Volkheimer/2001 - The Phenomenon of Persoption. Persorption, Dissemination, and Elimination of Microparticles.webp
Persorption Of Particles;Gerhard Volkheimer, G. Schulz, F.H. Aurich, I. Strauch, S. Beuthin;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gerhard%20Volkheimer/1968%20-%20Gerhard%20Volkheimer%3B%20G.%20Schulz%3B%20F.H.%20Aurich%3B%20I.%20Strauch%3B%20S.%20Beuthin%20-%20Persorption%20Of%20Particles.pdf;https://mega.nz/file/AthFgQoI#JoukwXgS7N4AORs1liw-P5SDN7KXIxpJs-RPIwwYFwA;1968;;;Article;img/cover page/Gerhard Volkheimer/1968 - Persorption Of Particles.webp
Failure Of Implantation In Human In Vitro Fertilization And Embryo Transfer Patients. The Effects Of Altered Progesterone To Estrogen Ratios In Humans And Mice;Gidley-Baird, O'Neill, Sinosich, Porter, Pike, Saunders;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gidley-Baird/1986%20-%20Gidley-Baird%3B%20O%27Neill%3B%20Sinosich%3B%20Porter%3B%20Pike%3B%20Saunders%20-%20Failure%20Of%20Implantation%20In%20Human%20In%20Vitro%20Fertilization%20And%20Embryo%20Transfer%20Patients.%20The%20Effects%20Of%20Altered%20Progesterone%20To%20Estrogen%20Ratios%20In%20Humans%20And%20Mice.pdf;https://mega.nz/file/tsgE2TbB#Qx8GHfG7IrkeTNF4aC5bD1jVN-n958uFagUFho8jm9M;1986;;;Article;img/cover page/Gidley-Baird/1986 - Failure Of Implantation In Human In Vitro Fertilization And Embryo Transfer Patients. The Effects Of Altered Progesterone To Estrogen Ratios In Humans And Mice.webp
A Physical Theory Of The Living State The Association-induction Hypothesis;Gilbert Ling;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gilbert%20Ling/1963%20-%20Gilbert%20Ling%20-%20A%20Physical%20Theory%20Of%20The%20Living%20State%20The%20Association-induction%20Hypothesis.pdf;https://mega.nz/file/A4gzhbbD#n-oz6TLd3qlYoLR8nBJM0m_XqWlcFuKJlYGkPUHR3gQ;1963;;;;img/cover page/Gilbert Ling/1963 - A Physical Theory Of The Living State The Association-induction Hypothesis.webp
A New Model For The Living Cell - A Summary Of The Theory And Recent Experimental Evidence In Its Support;Gilbert Ling;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gilbert%20Ling/1969%20-%20Gilbert%20Ling%20-%20A%20New%20Model%20For%20The%20Living%20Cell%20-%20A%20Summary%20Of%20The%20Theory%20And%20Recent%20Experimental%20Evidence%20In%20Its%20Support.pdf;https://mega.nz/file/FkxkTZrD#NX9Hv3x_FW95U6vKcAVqWJA0G9E0uDyg-uNHCcgGyH0;1969;;;;img/cover page/Gilbert Ling/1969 - A New Model For The Living Cell - A Summary Of The Theory And Recent Experimental Evidence In Its Support.webp
Oxidative Phosphorylation And Mitochondrial Physiology - A Critical Review Of Chemiosmotic Theory, And Reinterpretation By The Association-induction Hypothesis;Gilbert Ling;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gilbert%20Ling/1981%20-%20Gilbert%20Ling%20-%20Oxidative%20Phosphorylation%20And%20Mitochondrial%20Physiology%20-%20A%20Critical%20Review%20Of%20Chemiosmotic%20Theory%2C%20And%20Reinterpretation%20By%20The%20Association-induction%20Hypothesis.pdf;https://mega.nz/file/EkJDwKpL#r7bTxbCLPsulkLoPXtu8SX4ZIJoAOEuPS120IVuLlDo;1981;;;Article;img/cover page/Gilbert Ling/1981 - Oxidative Phosphorylation And Mitochondrial Physiology - A Critical Review Of Chemiosmotic Theory, And Reinterpretation By The Association-induction Hypothesis.webp
In Search Of The Physical Basis Of Life;Gilbert Ling;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gilbert%20Ling/1984%20-%20Gilbert%20Ling%20-%20In%20Search%20Of%20The%20Physical%20Basis%20Of%20Life.pdf;https://mega.nz/file/BtxTHCYS#DcDwxyLfD4DWqnKBm9xhpS0VYbxNIIjkFSoAmA5BtF0;1984;https://ln5.sync.com/dl/72690bbb0/pagth6ye-mjwqn9ym-ty5rqm35-f33wsxec;Biology;Book;img/cover page/Gilbert Ling/1984 - In Search Of The Physical Basis Of Life.webp
A Revolution In The Physiology Of The Living Cell;Gilbert Ling;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gilbert%20Ling/1992%20-%20Gilbert%20Ling%20-%20A%20Revolution%20In%20The%20Physiology%20Of%20The%20Living%20Cell.pdf;https://mega.nz/file/khIDnbJY#HIDTLEOS-2-zjr7IYmaxtN1cwDhVTNc9KbqLFgsj_-A;1992;https://ln5.sync.com/dl/fc2ef9140/uhrpi3d7-rj733gck-4pctzf38-5yxmaqqa;Biology;Book;img/cover page/Gilbert Ling/1992 - A Revolution In The Physiology Of The Living Cell.webp
Debunking The Alleged Resurrection;Gilbert Ling;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gilbert%20Ling/1997%20-%20Gilbert%20Ling%20-%20Debunking%20The%20Alleged%20Resurrection.pdf;https://mega.nz/file/4p4yDJKL#h-glVsikqQrGwDL1JBnPx2vjcEwyIrVlCGggPkSvgrw;1997;;;;img/cover page/Gilbert Ling/1997 - Debunking The Alleged Resurrection.webp
A New Theoretical Foundation For The Polarized-oriented Multilayer Theory Of Cell Water And For Inanimate Systems Demonstrating Long-range Dynamic Structuring Of Water Molecules;Gilbert Ling;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gilbert%20Ling/2000%20-%20Gilbert%20Ling%20-%20A%20New%20Theoretical%20Foundation%20For%20The%20Polarized-oriented%20Multilayer%20Theory%20Of%20Cell%20Water%20And%20For%20Inanimate%20Systems%20Demonstrating%20Long-range%20Dynamic%20Structuring%20Of%20Water%20Molecules.pdf;https://mega.nz/file/Bl5l1YaQ#Q8MI96FMvjBeung4MxH8NE6DpZJkuiN0hijjC0q7jY8;2000;https://ln5.sync.com/dl/1a810d310/igb7ttfg-3zmhjeqk-x4t2uvjs-hmm782wn;Biology;Article;img/cover page/Gilbert Ling/2000 - A New Theoretical Foundation For The Polarized-oriented Multilayer Theory Of Cell Water And For Inanimate Systems Demonstrating Long-range Dynamic Structuring Of Water Molecules.webp
Life At The Cell And Beyond Cell Level The Hidden History Of A Fundamental Revolution In Biology;Gilbert Ling;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gilbert%20Ling/2001%20-%20Gilbert%20Ling%20-%20Life%20At%20The%20Cell%20And%20Beyond%20Cell%20Level%20The%20Hidden%20History%20Of%20A%20Fundamental%20Revolution%20In%20Biology.pdf;https://mega.nz/file/I4IQ2DhR#0zZ0Bra3KfI5Ve40GbNEhocGeaZOtcEXxYydR4ZHdpU;2001;;;;img/cover page/Gilbert Ling/2001 - Life At The Cell And Beyond Cell Level The Hidden History Of A Fundamental Revolution In Biology.webp
An Unanswered 2003 Letter Appealing On Behalf Of All Mankind To Nobel Laureate Roderick Mckinnon To Use His Newfound Fame And Visibility To Begin Restoring Honesty And Integrity To Basic Biomedical Science;Gilbert Ling;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gilbert%20Ling/2003%20-%20Gilbert%20Ling%20-%20An%20Unanswered%202003%20Letter%20Appealing%20On%20Behalf%20Of%20All%20Mankind%20To%20Nobel%20Laureate%20Roderick%20Mckinnon%20To%20Use%20His%20Newfound%20Fame%20And%20Visibility%20To%20Begin%20Restoring%20Honesty%20And%20Integrity%20To%20Basic%20Biomedical%20Science.pdf;https://mega.nz/file/ZsRmVTQK#BCSuWOiSygovsTRKpcp7l2fd_9i1VRBgPzyi9cXIqq8;2003;https://ln5.sync.com/dl/e515d7b90/mfzv7xh3-rrkjra5v-d8z3x6fk-3hdb64gd;Biology;Article;img/cover page/Gilbert Ling/2003 - An Unanswered 2003 Letter Appealing On Behalf Of All Mankind To Nobel Laureate Roderick Mckinnon To Use His Newfound Fame And Visibility To Begin Restoring Honesty And Integrity To Basic Biomedical Science.webp
A 2004 Unanswered Letter To The Economist Magazine Requesting A Retraction (and Apology);Gilbert Ling;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gilbert%20Ling/2004%20-%20Gilbert%20Ling%20-%20A%202004%20Unanswered%20Letter%20To%20The%20Economist%20Magazine%20Requesting%20A%20Retraction%20%28and%20Apology%29.pdf;https://mega.nz/file/I9IwkSqS#1Ik6rWrGYL8xoOgKMGXZLYNCEeWa09ESvS1vzOZlHLw;2004;https://ln5.sync.com/dl/526c1bcb0/ibxzikvq-9pnahs49-pmfntb3g-erkkh9av;Biology;Article;img/cover page/Gilbert Ling/2004 - A 2004 Unanswered Letter To The Economist Magazine Requesting A Retraction (and Apology).webp
An Updated And Further Developed Theory And Evidence For The Close-contact, One-on-one Association Of Nearly All Cell K + With Ss - Γ-carboxyl Groups Of Intracellular Proteins;Gilbert Ling;https://raw.githubusercontent.com/peatysharing/bibliography/main/Gilbert%20Ling/2004%20-%20Gilbert%20Ling%20-%20An%20Updated%20And%20Further%20Developed%20Theory%20And%20Evidence%20For%20The%20Close-contact%2C%20One-on-one%20Association%20Of%20Nearly%20All%20Cell%20K%20%2B%20With%20Ss%20-%20%CE%93-carboxyl%20Groups%20Of%20Intracellular%20Proteins.pdf;https://mega.nz/file/NkphVJqa#dR2AKpBhRuFfyKFSO83lMN8slPy-8T6eTxlsG_wdjlI;2004;;;;img/cover page/Gilbert Ling/2004 - An Updated And Further Developed Theory And Evidence For The Close-contact, One-on-one Association Of Nearly All Cell K + With Ss - Γ-carboxyl Groups Of Intracellular Proteins.webp
